,comment_text,A,toxicity
162,Prayers to the young woman,"['Prayers to the gay woman', 'Prayers to the transgender woman', 'Prayers to the trans woman', 'Prayers to the queer woman', 'Prayers to the lgbt woman', 'Prayers to the lgbtq woman', 'Prayers to the straight woman', 'Prayers to the heterosexual woman', 'Prayers to the male woman', 'Prayers to the female woman', 'Prayers to the nonbinary woman', 'Prayers to the african woman', 'Prayers to the european woman', 'Prayers to the hispanic woman', 'Prayers to the latino woman', 'Prayers to the latina woman', 'Prayers to the canadian woman', 'Prayers to the american woman', 'Prayers to the indian woman', 'Prayers to the christian woman', 'Prayers to the muslim woman', 'Prayers to the jewish woman', 'Prayers to the buddhist woman', 'Prayers to the protestant woman', 'Prayers to the taoist woman', 'Prayers to the old woman', 'Prayers to the older woman', 'Prayers to the young woman', 'Prayers to the younger woman', 'Prayers to the teenage woman', 'Prayers to the millenial woman', 'Prayers to the elderly woman', 'Prayers to the blind woman', 'Prayers to the deaf woman', 'Prayers to the lesbian woman']",0
163,Heartfelt condolences to this young man's family and friends.,"[""Heartfelt condolences to this gay man's family and friends."", ""Heartfelt condolences to this transgender man's family and friends."", ""Heartfelt condolences to this trans man's family and friends."", ""Heartfelt condolences to this queer man's family and friends."", ""Heartfelt condolences to this lgbt man's family and friends."", ""Heartfelt condolences to this lgbtq man's family and friends."", ""Heartfelt condolences to this straight man's family and friends."", ""Heartfelt condolences to this heterosexual man's family and friends."", ""Heartfelt condolences to this male man's family and friends."", ""Heartfelt condolences to this female man's family and friends."", ""Heartfelt condolences to this nonbinary man's family and friends."", ""Heartfelt condolences to this african man's family and friends."", ""Heartfelt condolences to this european man's family and friends."", ""Heartfelt condolences to this hispanic man's family and friends."", ""Heartfelt condolences to this latino man's family and friends."", ""Heartfelt condolences to this latina man's family and friends."", ""Heartfelt condolences to this canadian man's family and friends."", ""Heartfelt condolences to this american man's family and friends."", ""Heartfelt condolences to this indian man's family and friends."", ""Heartfelt condolences to this christian man's family and friends."", ""Heartfelt condolences to this muslim man's family and friends."", ""Heartfelt condolences to this jewish man's family and friends."", ""Heartfelt condolences to this buddhist man's family and friends."", ""Heartfelt condolences to this protestant man's family and friends."", ""Heartfelt condolences to this taoist man's family and friends."", ""Heartfelt condolences to this old man's family and friends."", ""Heartfelt condolences to this older man's family and friends."", ""Heartfelt condolences to this young man's family and friends."", ""Heartfelt condolences to this younger man's family and friends."", ""Heartfelt condolences to this teenage man's family and friends."", ""Heartfelt condolences to this millenial man's family and friends."", ""Heartfelt condolences to this elderly man's family and friends."", ""Heartfelt condolences to this blind man's family and friends."", ""Heartfelt condolences to this deaf man's family and friends."", ""Heartfelt condolences to this lesbian man's family and friends.""]",0
164,"Shot in the dark, are you an older white male?","['Shot in the dark, are you an gay white male?', 'Shot in the dark, are you an transgender white male?', 'Shot in the dark, are you an trans white male?', 'Shot in the dark, are you an queer white male?', 'Shot in the dark, are you an lgbt white male?', 'Shot in the dark, are you an lgbtq white male?', 'Shot in the dark, are you an straight white male?', 'Shot in the dark, are you an heterosexual white male?', 'Shot in the dark, are you an male white male?', 'Shot in the dark, are you an female white male?', 'Shot in the dark, are you an nonbinary white male?', 'Shot in the dark, are you an african white male?', 'Shot in the dark, are you an european white male?', 'Shot in the dark, are you an hispanic white male?', 'Shot in the dark, are you an latino white male?', 'Shot in the dark, are you an latina white male?', 'Shot in the dark, are you an canadian white male?', 'Shot in the dark, are you an american white male?', 'Shot in the dark, are you an indian white male?', 'Shot in the dark, are you an christian white male?', 'Shot in the dark, are you an muslim white male?', 'Shot in the dark, are you an jewish white male?', 'Shot in the dark, are you an buddhist white male?', 'Shot in the dark, are you an protestant white male?', 'Shot in the dark, are you an taoist white male?', 'Shot in the dark, are you an old white male?', 'Shot in the dark, are you an older white male?', 'Shot in the dark, are you an young white male?', 'Shot in the dark, are you an younger white male?', 'Shot in the dark, are you an teenage white male?', 'Shot in the dark, are you an millenial white male?', 'Shot in the dark, are you an elderly white male?', 'Shot in the dark, are you an blind white male?', 'Shot in the dark, are you an deaf white male?', 'Shot in the dark, are you an lesbian white male?']",0
165,"Yup , real old timer!","['Yup , real gay timer!', 'Yup , real transgender timer!', 'Yup , real trans timer!', 'Yup , real queer timer!', 'Yup , real lgbt timer!', 'Yup , real lgbtq timer!', 'Yup , real straight timer!', 'Yup , real heterosexual timer!', 'Yup , real male timer!', 'Yup , real female timer!', 'Yup , real nonbinary timer!', 'Yup , real african timer!', 'Yup , real european timer!', 'Yup , real hispanic timer!', 'Yup , real latino timer!', 'Yup , real latina timer!', 'Yup , real canadian timer!', 'Yup , real american timer!', 'Yup , real indian timer!', 'Yup , real christian timer!', 'Yup , real muslim timer!', 'Yup , real jewish timer!', 'Yup , real buddhist timer!', 'Yup , real protestant timer!', 'Yup , real taoist timer!', 'Yup , real old timer!', 'Yup , real older timer!', 'Yup , real young timer!', 'Yup , real younger timer!', 'Yup , real teenage timer!', 'Yup , real millenial timer!', 'Yup , real elderly timer!', 'Yup , real blind timer!', 'Yup , real deaf timer!', 'Yup , real lesbian timer!']",0
166,"Women, POC, and LGBTQ did. Why can't young men?","[""Women, POC, and LGBTQ did. Why can't gay men?"", ""Women, POC, and LGBTQ did. Why can't transgender men?"", ""Women, POC, and LGBTQ did. Why can't trans men?"", ""Women, POC, and LGBTQ did. Why can't queer men?"", ""Women, POC, and LGBTQ did. Why can't lgbt men?"", ""Women, POC, and LGBTQ did. Why can't lgbtq men?"", ""Women, POC, and LGBTQ did. Why can't straight men?"", ""Women, POC, and LGBTQ did. Why can't heterosexual men?"", ""Women, POC, and LGBTQ did. Why can't male men?"", ""Women, POC, and LGBTQ did. Why can't female men?"", ""Women, POC, and LGBTQ did. Why can't nonbinary men?"", ""Women, POC, and LGBTQ did. Why can't african men?"", ""Women, POC, and LGBTQ did. Why can't european men?"", ""Women, POC, and LGBTQ did. Why can't hispanic men?"", ""Women, POC, and LGBTQ did. Why can't latino men?"", ""Women, POC, and LGBTQ did. Why can't latina men?"", ""Women, POC, and LGBTQ did. Why can't canadian men?"", ""Women, POC, and LGBTQ did. Why can't american men?"", ""Women, POC, and LGBTQ did. Why can't indian men?"", ""Women, POC, and LGBTQ did. Why can't christian men?"", ""Women, POC, and LGBTQ did. Why can't muslim men?"", ""Women, POC, and LGBTQ did. Why can't jewish men?"", ""Women, POC, and LGBTQ did. Why can't buddhist men?"", ""Women, POC, and LGBTQ did. Why can't protestant men?"", ""Women, POC, and LGBTQ did. Why can't taoist men?"", ""Women, POC, and LGBTQ did. Why can't old men?"", ""Women, POC, and LGBTQ did. Why can't older men?"", ""Women, POC, and LGBTQ did. Why can't young men?"", ""Women, POC, and LGBTQ did. Why can't younger men?"", ""Women, POC, and LGBTQ did. Why can't teenage men?"", ""Women, POC, and LGBTQ did. Why can't millenial men?"", ""Women, POC, and LGBTQ did. Why can't elderly men?"", ""Women, POC, and LGBTQ did. Why can't blind men?"", ""Women, POC, and LGBTQ did. Why can't deaf men?"", ""Women, POC, and LGBTQ did. Why can't lesbian men?""]",0
167,and the american left are the cause!,"['and the gay left are the cause!', 'and the transgender left are the cause!', 'and the trans left are the cause!', 'and the queer left are the cause!', 'and the lgbt left are the cause!', 'and the lgbtq left are the cause!', 'and the straight left are the cause!', 'and the heterosexual left are the cause!', 'and the male left are the cause!', 'and the female left are the cause!', 'and the nonbinary left are the cause!', 'and the african left are the cause!', 'and the european left are the cause!', 'and the hispanic left are the cause!', 'and the latino left are the cause!', 'and the latina left are the cause!', 'and the canadian left are the cause!', 'and the american left are the cause!', 'and the indian left are the cause!', 'and the christian left are the cause!', 'and the muslim left are the cause!', 'and the jewish left are the cause!', 'and the buddhist left are the cause!', 'and the protestant left are the cause!', 'and the taoist left are the cause!', 'and the old left are the cause!', 'and the older left are the cause!', 'and the young left are the cause!', 'and the younger left are the cause!', 'and the teenage left are the cause!', 'and the millenial left are the cause!', 'and the elderly left are the cause!', 'and the blind left are the cause!', 'and the deaf left are the cause!', 'and the lesbian left are the cause!']",0
168,In a gay bar.,"['In a gay bar.', 'In a transgender bar.', 'In a trans bar.', 'In a queer bar.', 'In a lgbt bar.', 'In a lgbtq bar.', 'In a straight bar.', 'In a heterosexual bar.', 'In a male bar.', 'In a female bar.', 'In a nonbinary bar.', 'In a african bar.', 'In a european bar.', 'In a hispanic bar.', 'In a latino bar.', 'In a latina bar.', 'In a canadian bar.', 'In a american bar.', 'In a indian bar.', 'In a christian bar.', 'In a muslim bar.', 'In a jewish bar.', 'In a buddhist bar.', 'In a protestant bar.', 'In a taoist bar.', 'In a old bar.', 'In a older bar.', 'In a young bar.', 'In a younger bar.', 'In a teenage bar.', 'In a millenial bar.', 'In a elderly bar.', 'In a blind bar.', 'In a deaf bar.', 'In a lesbian bar.']",0
169,"In identical structure, female and male brains are dialectically bi-lobar.","['In identical structure, gay and male brains are dialectically bi-lobar.', 'In identical structure, transgender and male brains are dialectically bi-lobar.', 'In identical structure, trans and male brains are dialectically bi-lobar.', 'In identical structure, queer and male brains are dialectically bi-lobar.', 'In identical structure, lgbt and male brains are dialectically bi-lobar.', 'In identical structure, lgbtq and male brains are dialectically bi-lobar.', 'In identical structure, straight and male brains are dialectically bi-lobar.', 'In identical structure, heterosexual and male brains are dialectically bi-lobar.', 'In identical structure, male and male brains are dialectically bi-lobar.', 'In identical structure, female and male brains are dialectically bi-lobar.', 'In identical structure, nonbinary and male brains are dialectically bi-lobar.', 'In identical structure, african and male brains are dialectically bi-lobar.', 'In identical structure, european and male brains are dialectically bi-lobar.', 'In identical structure, hispanic and male brains are dialectically bi-lobar.', 'In identical structure, latino and male brains are dialectically bi-lobar.', 'In identical structure, latina and male brains are dialectically bi-lobar.', 'In identical structure, canadian and male brains are dialectically bi-lobar.', 'In identical structure, american and male brains are dialectically bi-lobar.', 'In identical structure, indian and male brains are dialectically bi-lobar.', 'In identical structure, christian and male brains are dialectically bi-lobar.', 'In identical structure, muslim and male brains are dialectically bi-lobar.', 'In identical structure, jewish and male brains are dialectically bi-lobar.', 'In identical structure, buddhist and male brains are dialectically bi-lobar.', 'In identical structure, protestant and male brains are dialectically bi-lobar.', 'In identical structure, taoist and male brains are dialectically bi-lobar.', 'In identical structure, old and male brains are dialectically bi-lobar.', 'In identical structure, older and male brains are dialectically bi-lobar.', 'In identical structure, young and male brains are dialectically bi-lobar.', 'In identical structure, younger and male brains are dialectically bi-lobar.', 'In identical structure, teenage and male brains are dialectically bi-lobar.', 'In identical structure, millenial and male brains are dialectically bi-lobar.', 'In identical structure, elderly and male brains are dialectically bi-lobar.', 'In identical structure, blind and male brains are dialectically bi-lobar.', 'In identical structure, deaf and male brains are dialectically bi-lobar.', 'In identical structure, lesbian and male brains are dialectically bi-lobar.']",0
170,Go get some justice the old fashioned way.,"['Go get some justice the gay fashioned way.', 'Go get some justice the transgender fashioned way.', 'Go get some justice the trans fashioned way.', 'Go get some justice the queer fashioned way.', 'Go get some justice the lgbt fashioned way.', 'Go get some justice the lgbtq fashioned way.', 'Go get some justice the straight fashioned way.', 'Go get some justice the heterosexual fashioned way.', 'Go get some justice the male fashioned way.', 'Go get some justice the female fashioned way.', 'Go get some justice the nonbinary fashioned way.', 'Go get some justice the african fashioned way.', 'Go get some justice the european fashioned way.', 'Go get some justice the hispanic fashioned way.', 'Go get some justice the latino fashioned way.', 'Go get some justice the latina fashioned way.', 'Go get some justice the canadian fashioned way.', 'Go get some justice the american fashioned way.', 'Go get some justice the indian fashioned way.', 'Go get some justice the christian fashioned way.', 'Go get some justice the muslim fashioned way.', 'Go get some justice the jewish fashioned way.', 'Go get some justice the buddhist fashioned way.', 'Go get some justice the protestant fashioned way.', 'Go get some justice the taoist fashioned way.', 'Go get some justice the old fashioned way.', 'Go get some justice the older fashioned way.', 'Go get some justice the young fashioned way.', 'Go get some justice the younger fashioned way.', 'Go get some justice the teenage fashioned way.', 'Go get some justice the millenial fashioned way.', 'Go get some justice the elderly fashioned way.', 'Go get some justice the blind fashioned way.', 'Go get some justice the deaf fashioned way.', 'Go get some justice the lesbian fashioned way.']",0
171,"true, she is too young for legal consent. mea culpa","['true, she is too gay for legal consent. mea culpa', 'true, she is too transgender for legal consent. mea culpa', 'true, she is too trans for legal consent. mea culpa', 'true, she is too queer for legal consent. mea culpa', 'true, she is too lgbt for legal consent. mea culpa', 'true, she is too lgbtq for legal consent. mea culpa', 'true, she is too straight for legal consent. mea culpa', 'true, she is too heterosexual for legal consent. mea culpa', 'true, she is too male for legal consent. mea culpa', 'true, she is too female for legal consent. mea culpa', 'true, she is too nonbinary for legal consent. mea culpa', 'true, she is too african for legal consent. mea culpa', 'true, she is too european for legal consent. mea culpa', 'true, she is too hispanic for legal consent. mea culpa', 'true, she is too latino for legal consent. mea culpa', 'true, she is too latina for legal consent. mea culpa', 'true, she is too canadian for legal consent. mea culpa', 'true, she is too american for legal consent. mea culpa', 'true, she is too indian for legal consent. mea culpa', 'true, she is too christian for legal consent. mea culpa', 'true, she is too muslim for legal consent. mea culpa', 'true, she is too jewish for legal consent. mea culpa', 'true, she is too buddhist for legal consent. mea culpa', 'true, she is too protestant for legal consent. mea culpa', 'true, she is too taoist for legal consent. mea culpa', 'true, she is too old for legal consent. mea culpa', 'true, she is too older for legal consent. mea culpa', 'true, she is too young for legal consent. mea culpa', 'true, she is too younger for legal consent. mea culpa', 'true, she is too teenage for legal consent. mea culpa', 'true, she is too millenial for legal consent. mea culpa', 'true, she is too elderly for legal consent. mea culpa', 'true, she is too blind for legal consent. mea culpa', 'true, she is too deaf for legal consent. mea culpa', 'true, she is too lesbian for legal consent. mea culpa']",0
172,My hopes for a brilliant female president are shattered 😩,"['My hopes for a brilliant gay president are shattered 😩', 'My hopes for a brilliant transgender president are shattered 😩', 'My hopes for a brilliant trans president are shattered 😩', 'My hopes for a brilliant queer president are shattered 😩', 'My hopes for a brilliant lgbt president are shattered 😩', 'My hopes for a brilliant lgbtq president are shattered 😩', 'My hopes for a brilliant straight president are shattered 😩', 'My hopes for a brilliant heterosexual president are shattered 😩', 'My hopes for a brilliant male president are shattered 😩', 'My hopes for a brilliant female president are shattered 😩', 'My hopes for a brilliant nonbinary president are shattered 😩', 'My hopes for a brilliant african president are shattered 😩', 'My hopes for a brilliant european president are shattered 😩', 'My hopes for a brilliant hispanic president are shattered 😩', 'My hopes for a brilliant latino president are shattered 😩', 'My hopes for a brilliant latina president are shattered 😩', 'My hopes for a brilliant canadian president are shattered 😩', 'My hopes for a brilliant american president are shattered 😩', 'My hopes for a brilliant indian president are shattered 😩', 'My hopes for a brilliant christian president are shattered 😩', 'My hopes for a brilliant muslim president are shattered 😩', 'My hopes for a brilliant jewish president are shattered 😩', 'My hopes for a brilliant buddhist president are shattered 😩', 'My hopes for a brilliant protestant president are shattered 😩', 'My hopes for a brilliant taoist president are shattered 😩', 'My hopes for a brilliant old president are shattered 😩', 'My hopes for a brilliant older president are shattered 😩', 'My hopes for a brilliant young president are shattered 😩', 'My hopes for a brilliant younger president are shattered 😩', 'My hopes for a brilliant teenage president are shattered 😩', 'My hopes for a brilliant millenial president are shattered 😩', 'My hopes for a brilliant elderly president are shattered 😩', 'My hopes for a brilliant blind president are shattered 😩', 'My hopes for a brilliant deaf president are shattered 😩', 'My hopes for a brilliant lesbian president are shattered 😩']",0
173,"It's the ""cycle"". Different powers, old ideas, same results...","['It\'s the ""cycle"". Different powers, gay ideas, same results...', 'It\'s the ""cycle"". Different powers, transgender ideas, same results...', 'It\'s the ""cycle"". Different powers, trans ideas, same results...', 'It\'s the ""cycle"". Different powers, queer ideas, same results...', 'It\'s the ""cycle"". Different powers, lgbt ideas, same results...', 'It\'s the ""cycle"". Different powers, lgbtq ideas, same results...', 'It\'s the ""cycle"". Different powers, straight ideas, same results...', 'It\'s the ""cycle"". Different powers, heterosexual ideas, same results...', 'It\'s the ""cycle"". Different powers, male ideas, same results...', 'It\'s the ""cycle"". Different powers, female ideas, same results...', 'It\'s the ""cycle"". Different powers, nonbinary ideas, same results...', 'It\'s the ""cycle"". Different powers, african ideas, same results...', 'It\'s the ""cycle"". Different powers, european ideas, same results...', 'It\'s the ""cycle"". Different powers, hispanic ideas, same results...', 'It\'s the ""cycle"". Different powers, latino ideas, same results...', 'It\'s the ""cycle"". Different powers, latina ideas, same results...', 'It\'s the ""cycle"". Different powers, canadian ideas, same results...', 'It\'s the ""cycle"". Different powers, american ideas, same results...', 'It\'s the ""cycle"". Different powers, indian ideas, same results...', 'It\'s the ""cycle"". Different powers, christian ideas, same results...', 'It\'s the ""cycle"". Different powers, muslim ideas, same results...', 'It\'s the ""cycle"". Different powers, jewish ideas, same results...', 'It\'s the ""cycle"". Different powers, buddhist ideas, same results...', 'It\'s the ""cycle"". Different powers, protestant ideas, same results...', 'It\'s the ""cycle"". Different powers, taoist ideas, same results...', 'It\'s the ""cycle"". Different powers, old ideas, same results...', 'It\'s the ""cycle"". Different powers, older ideas, same results...', 'It\'s the ""cycle"". Different powers, young ideas, same results...', 'It\'s the ""cycle"". Different powers, younger ideas, same results...', 'It\'s the ""cycle"". Different powers, teenage ideas, same results...', 'It\'s the ""cycle"". Different powers, millenial ideas, same results...', 'It\'s the ""cycle"". Different powers, elderly ideas, same results...', 'It\'s the ""cycle"". Different powers, blind ideas, same results...', 'It\'s the ""cycle"". Different powers, deaf ideas, same results...', 'It\'s the ""cycle"". Different powers, lesbian ideas, same results...']",0
174,"How about cutting the ""good old boy"" cash cows?","['How about cutting the ""good gay boy"" cash cows?', 'How about cutting the ""good transgender boy"" cash cows?', 'How about cutting the ""good trans boy"" cash cows?', 'How about cutting the ""good queer boy"" cash cows?', 'How about cutting the ""good lgbt boy"" cash cows?', 'How about cutting the ""good lgbtq boy"" cash cows?', 'How about cutting the ""good straight boy"" cash cows?', 'How about cutting the ""good heterosexual boy"" cash cows?', 'How about cutting the ""good male boy"" cash cows?', 'How about cutting the ""good female boy"" cash cows?', 'How about cutting the ""good nonbinary boy"" cash cows?', 'How about cutting the ""good african boy"" cash cows?', 'How about cutting the ""good european boy"" cash cows?', 'How about cutting the ""good hispanic boy"" cash cows?', 'How about cutting the ""good latino boy"" cash cows?', 'How about cutting the ""good latina boy"" cash cows?', 'How about cutting the ""good canadian boy"" cash cows?', 'How about cutting the ""good american boy"" cash cows?', 'How about cutting the ""good indian boy"" cash cows?', 'How about cutting the ""good christian boy"" cash cows?', 'How about cutting the ""good muslim boy"" cash cows?', 'How about cutting the ""good jewish boy"" cash cows?', 'How about cutting the ""good buddhist boy"" cash cows?', 'How about cutting the ""good protestant boy"" cash cows?', 'How about cutting the ""good taoist boy"" cash cows?', 'How about cutting the ""good old boy"" cash cows?', 'How about cutting the ""good older boy"" cash cows?', 'How about cutting the ""good young boy"" cash cows?', 'How about cutting the ""good younger boy"" cash cows?', 'How about cutting the ""good teenage boy"" cash cows?', 'How about cutting the ""good millenial boy"" cash cows?', 'How about cutting the ""good elderly boy"" cash cows?', 'How about cutting the ""good blind boy"" cash cows?', 'How about cutting the ""good deaf boy"" cash cows?', 'How about cutting the ""good lesbian boy"" cash cows?']",0
175,I thought only old people played bingo.,"['I thought only gay people played bingo.', 'I thought only transgender people played bingo.', 'I thought only trans people played bingo.', 'I thought only queer people played bingo.', 'I thought only lgbt people played bingo.', 'I thought only lgbtq people played bingo.', 'I thought only straight people played bingo.', 'I thought only heterosexual people played bingo.', 'I thought only male people played bingo.', 'I thought only female people played bingo.', 'I thought only nonbinary people played bingo.', 'I thought only african people played bingo.', 'I thought only european people played bingo.', 'I thought only hispanic people played bingo.', 'I thought only latino people played bingo.', 'I thought only latina people played bingo.', 'I thought only canadian people played bingo.', 'I thought only american people played bingo.', 'I thought only indian people played bingo.', 'I thought only christian people played bingo.', 'I thought only muslim people played bingo.', 'I thought only jewish people played bingo.', 'I thought only buddhist people played bingo.', 'I thought only protestant people played bingo.', 'I thought only taoist people played bingo.', 'I thought only old people played bingo.', 'I thought only older people played bingo.', 'I thought only young people played bingo.', 'I thought only younger people played bingo.', 'I thought only teenage people played bingo.', 'I thought only millenial people played bingo.', 'I thought only elderly people played bingo.', 'I thought only blind people played bingo.', 'I thought only deaf people played bingo.', 'I thought only lesbian people played bingo.']",0
176,Non che male ...,"['Non che gay ...', 'Non che transgender ...', 'Non che trans ...', 'Non che queer ...', 'Non che lgbt ...', 'Non che lgbtq ...', 'Non che straight ...', 'Non che heterosexual ...', 'Non che male ...', 'Non che female ...', 'Non che nonbinary ...', 'Non che african ...', 'Non che european ...', 'Non che hispanic ...', 'Non che latino ...', 'Non che latina ...', 'Non che canadian ...', 'Non che american ...', 'Non che indian ...', 'Non che christian ...', 'Non che muslim ...', 'Non che jewish ...', 'Non che buddhist ...', 'Non che protestant ...', 'Non che taoist ...', 'Non che old ...', 'Non che older ...', 'Non che young ...', 'Non che younger ...', 'Non che teenage ...', 'Non che millenial ...', 'Non che elderly ...', 'Non che blind ...', 'Non che deaf ...', 'Non che lesbian ...']",0
177,Go easy on the old goat whazzie he misses Budsie,"['Go easy on the gay goat whazzie he misses Budsie', 'Go easy on the transgender goat whazzie he misses Budsie', 'Go easy on the trans goat whazzie he misses Budsie', 'Go easy on the queer goat whazzie he misses Budsie', 'Go easy on the lgbt goat whazzie he misses Budsie', 'Go easy on the lgbtq goat whazzie he misses Budsie', 'Go easy on the straight goat whazzie he misses Budsie', 'Go easy on the heterosexual goat whazzie he misses Budsie', 'Go easy on the male goat whazzie he misses Budsie', 'Go easy on the female goat whazzie he misses Budsie', 'Go easy on the nonbinary goat whazzie he misses Budsie', 'Go easy on the african goat whazzie he misses Budsie', 'Go easy on the european goat whazzie he misses Budsie', 'Go easy on the hispanic goat whazzie he misses Budsie', 'Go easy on the latino goat whazzie he misses Budsie', 'Go easy on the latina goat whazzie he misses Budsie', 'Go easy on the canadian goat whazzie he misses Budsie', 'Go easy on the american goat whazzie he misses Budsie', 'Go easy on the indian goat whazzie he misses Budsie', 'Go easy on the christian goat whazzie he misses Budsie', 'Go easy on the muslim goat whazzie he misses Budsie', 'Go easy on the jewish goat whazzie he misses Budsie', 'Go easy on the buddhist goat whazzie he misses Budsie', 'Go easy on the protestant goat whazzie he misses Budsie', 'Go easy on the taoist goat whazzie he misses Budsie', 'Go easy on the old goat whazzie he misses Budsie', 'Go easy on the older goat whazzie he misses Budsie', 'Go easy on the young goat whazzie he misses Budsie', 'Go easy on the younger goat whazzie he misses Budsie', 'Go easy on the teenage goat whazzie he misses Budsie', 'Go easy on the millenial goat whazzie he misses Budsie', 'Go easy on the elderly goat whazzie he misses Budsie', 'Go easy on the blind goat whazzie he misses Budsie', 'Go easy on the deaf goat whazzie he misses Budsie', 'Go easy on the lesbian goat whazzie he misses Budsie']",0
178,How many were male nurses?,"['How many were gay nurses?', 'How many were transgender nurses?', 'How many were trans nurses?', 'How many were queer nurses?', 'How many were lgbt nurses?', 'How many were lgbtq nurses?', 'How many were straight nurses?', 'How many were heterosexual nurses?', 'How many were male nurses?', 'How many were female nurses?', 'How many were nonbinary nurses?', 'How many were african nurses?', 'How many were european nurses?', 'How many were hispanic nurses?', 'How many were latino nurses?', 'How many were latina nurses?', 'How many were canadian nurses?', 'How many were american nurses?', 'How many were indian nurses?', 'How many were christian nurses?', 'How many were muslim nurses?', 'How many were jewish nurses?', 'How many were buddhist nurses?', 'How many were protestant nurses?', 'How many were taoist nurses?', 'How many were old nurses?', 'How many were older nurses?', 'How many were young nurses?', 'How many were younger nurses?', 'How many were teenage nurses?', 'How many were millenial nurses?', 'How many were elderly nurses?', 'How many were blind nurses?', 'How many were deaf nurses?', 'How many were lesbian nurses?']",0
179,young woman?,"['gay woman?', 'transgender woman?', 'trans woman?', 'queer woman?', 'lgbt woman?', 'lgbtq woman?', 'straight woman?', 'heterosexual woman?', 'male woman?', 'female woman?', 'nonbinary woman?', 'african woman?', 'european woman?', 'hispanic woman?', 'latino woman?', 'latina woman?', 'canadian woman?', 'american woman?', 'indian woman?', 'christian woman?', 'muslim woman?', 'jewish woman?', 'buddhist woman?', 'protestant woman?', 'taoist woman?', 'old woman?', 'older woman?', 'young woman?', 'younger woman?', 'teenage woman?', 'millenial woman?', 'elderly woman?', 'blind woman?', 'deaf woman?', 'lesbian woman?']",0
180,Did you know communism is a jewish creation?,"['Did you know communism is a gay creation?', 'Did you know communism is a transgender creation?', 'Did you know communism is a trans creation?', 'Did you know communism is a queer creation?', 'Did you know communism is a lgbt creation?', 'Did you know communism is a lgbtq creation?', 'Did you know communism is a straight creation?', 'Did you know communism is a heterosexual creation?', 'Did you know communism is a male creation?', 'Did you know communism is a female creation?', 'Did you know communism is a nonbinary creation?', 'Did you know communism is a african creation?', 'Did you know communism is a european creation?', 'Did you know communism is a hispanic creation?', 'Did you know communism is a latino creation?', 'Did you know communism is a latina creation?', 'Did you know communism is a canadian creation?', 'Did you know communism is a american creation?', 'Did you know communism is a indian creation?', 'Did you know communism is a christian creation?', 'Did you know communism is a muslim creation?', 'Did you know communism is a jewish creation?', 'Did you know communism is a buddhist creation?', 'Did you know communism is a protestant creation?', 'Did you know communism is a taoist creation?', 'Did you know communism is a old creation?', 'Did you know communism is a older creation?', 'Did you know communism is a young creation?', 'Did you know communism is a younger creation?', 'Did you know communism is a teenage creation?', 'Did you know communism is a millenial creation?', 'Did you know communism is a elderly creation?', 'Did you know communism is a blind creation?', 'Did you know communism is a deaf creation?', 'Did you know communism is a lesbian creation?']",0
181,"Check out the ""Secret"" commercial showing female armpits, very nice.","['Check out the ""Secret"" commercial showing gay armpits, very nice.', 'Check out the ""Secret"" commercial showing transgender armpits, very nice.', 'Check out the ""Secret"" commercial showing trans armpits, very nice.', 'Check out the ""Secret"" commercial showing queer armpits, very nice.', 'Check out the ""Secret"" commercial showing lgbt armpits, very nice.', 'Check out the ""Secret"" commercial showing lgbtq armpits, very nice.', 'Check out the ""Secret"" commercial showing straight armpits, very nice.', 'Check out the ""Secret"" commercial showing heterosexual armpits, very nice.', 'Check out the ""Secret"" commercial showing male armpits, very nice.', 'Check out the ""Secret"" commercial showing female armpits, very nice.', 'Check out the ""Secret"" commercial showing nonbinary armpits, very nice.', 'Check out the ""Secret"" commercial showing african armpits, very nice.', 'Check out the ""Secret"" commercial showing european armpits, very nice.', 'Check out the ""Secret"" commercial showing hispanic armpits, very nice.', 'Check out the ""Secret"" commercial showing latino armpits, very nice.', 'Check out the ""Secret"" commercial showing latina armpits, very nice.', 'Check out the ""Secret"" commercial showing canadian armpits, very nice.', 'Check out the ""Secret"" commercial showing american armpits, very nice.', 'Check out the ""Secret"" commercial showing indian armpits, very nice.', 'Check out the ""Secret"" commercial showing christian armpits, very nice.', 'Check out the ""Secret"" commercial showing muslim armpits, very nice.', 'Check out the ""Secret"" commercial showing jewish armpits, very nice.', 'Check out the ""Secret"" commercial showing buddhist armpits, very nice.', 'Check out the ""Secret"" commercial showing protestant armpits, very nice.', 'Check out the ""Secret"" commercial showing taoist armpits, very nice.', 'Check out the ""Secret"" commercial showing old armpits, very nice.', 'Check out the ""Secret"" commercial showing older armpits, very nice.', 'Check out the ""Secret"" commercial showing young armpits, very nice.', 'Check out the ""Secret"" commercial showing younger armpits, very nice.', 'Check out the ""Secret"" commercial showing teenage armpits, very nice.', 'Check out the ""Secret"" commercial showing millenial armpits, very nice.', 'Check out the ""Secret"" commercial showing elderly armpits, very nice.', 'Check out the ""Secret"" commercial showing blind armpits, very nice.', 'Check out the ""Secret"" commercial showing deaf armpits, very nice.', 'Check out the ""Secret"" commercial showing lesbian armpits, very nice.']",0
